Order_ID,Order_Date,Ship_Date,Region,State,City,Product_Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Customer_Segment
ORD001552,2023-08-28,2023-09-03,West,OR,Salem,Technology,Monitor,Monitor Model-2023,269.35,1,0.05,41.6,Consumer
ORD001553,2023-09-07,2023-09-13,North,MA,Springfield,Technology,Keyboard,Keyboard Model-2023,1029.05,4,0.0,182.44,Consumer
ORD001554,2024-08-17,2024-08-23,South,NC,Greensboro,Furniture,Chair,Chair Model-2021,213.12,1,0.2,39.24,Consumer
ORD001555,2023-03-18,2023-03-23,North,MA,Springfield,Office Supplies,Pen,Pen Model-2024,12952.75,7,0.0,2105.81,One-time Buyer
ORD001556,2022-05-27,2022-06-03,North,PA,Allentown,Technology,Desktop,Desktop Model-2022,358.81,3,0.0,99.14,VIP
ORD001557,2022-02-01,2022-02-05,South,TX,Austin,Office Supplies,Binder,Binder Model-2021,1330.33,3,0.0,260.64,One-time Buyer
ORD001558,2024-04-06,2024-04-11,West,WA,Seattle,Technology,Keyboard,Keyboard Model-2023,1192.22,2,0.0,316.34,VIP
ORD001559,2023-11-11,2023-11-14,West,WA,Tacoma,Office Supplies,Paper,Paper Model-2020,4483.68,7,0.0,1374.35,VIP
ORD001560,2024-02-10,2024-02-15,South,TX,Dallas,Furniture,Table,Table Model-2024,1444.18,2,0.1,334.62,Corporate
ORD001561,2022-08-22,2022-08-27,South,FL,Miami,Furniture,Table,Table Model-2023,3873.97,5,0.05,1176.8,Consumer
ORD001562,2022-05-30,2022-06-03,East,DE,Milford,Office Supplies,Pen,Pen Model-2023,9440.15,6,0.05,2884.66,One-time Buyer
ORD001563,2022-01-16,2022-01-20,East,MD,Frederick,Office Supplies,Pen,Pen Model-2024,2051.76,3,0.15,415.86,Consumer
ORD001564,2023-01-19,2023-01-23,North,MA,Springfield,Furniture,Cabinet,Cabinet Model-2023,774.2,1,0.2,118.57,Consumer
ORD001565,2023-10-08,2023-10-15,South,TX,Dallas,Office Supplies,Paper,Paper Model-2021,959.96,2,0.0,163.82,Consumer
ORD001566,2023-03-06,2023-03-11,West,CA,San Diego,Office Supplies,Paper,Paper Model-2024,635.99,1,0.0,200.15,Corporate
ORD001567,2023-04-25,2023-04-28,North,MA,Boston,Office Supplies,Binder,Binder Model-2023,1913.23,5,0.1,442.07,Consumer
ORD001568,2024-09-17,2024-09-21,North,NY,Albany,Technology,Monitor,Monitor Model-2023,1492.09,6,0.05,474.21,Consumer
ORD001569,2023-01-17,2023-01-21,North,OH,Cleveland,Office Supplies,Paper,Paper Model-2024,287.99,1,0.0,74.73,Corporate
ORD001570,2023-07-17,2023-07-22,North,OH,Cincinnati,Technology,Laptop,Laptop Model-2020,307.38,1,0.05,58.24,One-time Buyer
ORD001571,2024-05-08,2024-05-11,West,CA,San Francisco,Furniture,Cabinet,Cabinet Model-2022,1941.95,7,0.1,567.92,Corporate
ORD001572,2023-03-11,2023-03-15,North,MA,Springfield,Furniture,Cabinet,Cabinet Model-2024,1538.83,4,0.2,402.62,One-time Buyer
ORD001573,2023-11-13,2023-11-18,South,FL,Tampa,Furniture,Bookshelf,Bookshelf Model-2020,1150.76,5,0.05,253.58,Consumer
ORD001574,2024-08-02,2024-08-08,East,NJ,Jersey City,Office Supplies,Clipboard,Clipboard Model-2023,2641.94,6,0.05,442.64,Consumer
ORD001575,2024-11-05,2024-11-12,West,CO,Colorado Springs,Furniture,Bookshelf,Bookshelf Model-2021,2411.83,2,0.1,411.12,Corporate
ORD001576,2022-06-11,2022-06-16,South,NC,Greensboro,Technology,Keyboard,Keyboard Model-2023,1441.63,4,0.0,270.6,Corporate
ORD001577,2024-10-11,2024-10-15,South,FL,Tampa,Technology,Monitor,Monitor Model-2023,610.01,3,0.1,173.6,Corporate
ORD001578,2023-06-23,2023-06-26,South,NC,Greensboro,Office Supplies,Notebook,Notebook Model-2020,891.99,3,0.05,263.67,One-time Buyer
ORD001579,2022-10-10,2022-10-16,East,DE,Wilmington,Technology,Keyboard,Keyboard Model-2024,2294.66,2,0.0,633.75,One-time Buyer
ORD001580,2023-05-18,2023-05-21,East,MD,Baltimore,Technology,Printer,Printer Model-2022,8670.04,6,0.05,1885.33,VIP
ORD001581,2024-12-09,2024-12-12,East,CT,New Haven,Furniture,Bookshelf,Bookshelf Model-2022,8321.6,7,0.0,1981.32,Corporate
ORD001582,2023-06-24,2023-06-27,South,NC,Greensboro,Technology,Desktop,Desktop Model-2024,1535.47,6,0.05,448.22,Consumer
ORD001583,2022-12-26,2022-12-31,East,MD,Frederick,Furniture,Desk,Desk Model-2024,1726.93,5,0.0,486.94,Corporate
ORD001584,2023-11-25,2023-11-30,North,NY,Albany,Furniture,Bookshelf,Bookshelf Model-2021,5829.35,3,0.0,1775.64,Consumer
ORD001585,2022-09-20,2022-09-27,East,DE,Milford,Technology,Printer,Printer Model-2024,887.02,3,0.0,175.83,Consumer
ORD001586,2022-03-25,2022-03-31,West,CA,Los Angeles,Technology,Keyboard,Keyboard Model-2021,1219.18,7,0.0,183.97,Consumer
ORD001587,2022-05-22,2022-05-25,South,NC,Greensboro,Office Supplies,Notebook,Notebook Model-2024,797.13,3,0.0,162.05,Corporate
ORD001588,2022-05-21,2022-05-25,South,NC,Greensboro,Office Supplies,Notebook,Notebook Model-2021,8809.03,5,0.0,1934.27,Consumer
ORD001589,2022-06-16,2022-06-19,North,NY,Buffalo,Technology,Desktop,Desktop Model-2024,1106.46,3,0.0,378.52,Consumer
ORD001590,2022-06-02,2022-06-08,East,DE,Dover,Furniture,Table,Table Model-2024,8676.03,7,0.15,1679.21,Corporate
ORD001591,2023-12-03,2023-12-06,East,CT,Hartford,Furniture,Chair,Chair Model-2022,263.42,2,0.15,83.05,Corporate
ORD001592,2022-07-19,2022-07-24,West,CA,Los Angeles,Office Supplies,Binder,Binder Model-2023,5495.13,7,0.05,1508.43,Corporate
ORD001593,2023-01-14,2023-01-19,North,OH,Cleveland,Furniture,Bookshelf,Bookshelf Model-2023,297.99,2,0.0,54.68,Corporate
ORD001594,2024-09-08,2024-09-14,West,CO,Colorado Springs,Office Supplies,Notebook,Notebook Model-2021,399.02,2,0.05,92.05,Consumer
ORD001595,2023-06-03,2023-06-10,West,WA,Seattle,Furniture,Cabinet,Cabinet Model-2020,2314.76,4,0.0,583.39,Consumer
ORD001596,2024-01-01,2024-01-04,South,NC,Raleigh,Technology,Desktop,Desktop Model-2022,616.01,2,0.2,134.8,Consumer
ORD001597,2022-07-08,2022-07-14,South,NC,Greensboro,Technology,Keyboard,Keyboard Model-2024,584.39,1,0.1,114.09,One-time Buyer
ORD001598,2022-07-30,2022-08-03,East,CT,Hartford,Furniture,Table,Table Model-2022,5740.62,3,0.0,1151.4,Corporate
ORD001599,2022-02-14,2022-02-18,East,MD,Gaithersburg,Office Supplies,Binder,Binder Model-2020,889.54,7,0.0,237.54,Consumer
ORD001600,2022-07-04,2022-07-11,West,CO,Colorado Springs,Technology,Laptop,Laptop Model-2022,392.09,2,0.05,112.77,Consumer
ORD001601,2022-11-02,2022-11-07,East,DE,Dover,Office Supplies,Notebook,Notebook Model-2020,4277.96,7,0.0,1042.94,VIP
ORD001602,2022-07-13,2022-07-19,West,CA,San Francisco,Technology,Printer,Printer Model-2020,7405.32,6,0.0,2505.57,Corporate
ORD001603,2022-04-08,2022-04-11,East,DE,Dover,Furniture,Table,Table Model-2020,5662.9,7,0.1,1674.59,One-time Buyer
ORD001604,2022-05-13,2022-05-19,East,DE,Milford,Technology,Printer,Printer Model-2020,2479.73,6,0.0,814.22,Consumer
ORD001605,2023-05-20,2023-05-27,South,NC,Charlotte,Furniture,Chair,Chair Model-2020,4234.56,6,0.1,1038.03,Consumer
ORD001606,2022-08-14,2022-08-20,South,TX,Austin,Office Supplies,Pen,Pen Model-2024,1104.96,6,0.15,169.03,One-time Buyer
ORD001607,2023-02-03,2023-02-10,South,TX,Dallas,Technology,Printer,Printer Model-2022,534.56,5,0.0,143.48,Corporate
ORD001608,2023-07-06,2023-07-13,South,NC,Greensboro,Office Supplies,Paper,Paper Model-2023,3132.03,6,0.0,982.37,Corporate
ORD001609,2024-01-26,2024-02-02,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2023,3990.66,5,0.15,1026.82,Corporate
ORD001610,2022-02-13,2022-02-19,South,GA,Savannah,Furniture,Table,Table Model-2024,1920.45,5,0.0,506.19,Corporate
ORD001611,2024-05-25,2024-05-29,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2021,2084.45,4,0.0,719.12,Corporate
ORD001612,2023-11-19,2023-11-22,South,TX,Dallas,Technology,Printer,Printer Model-2020,1908.66,6,0.15,426.07,Consumer
ORD001613,2022-03-31,2022-04-07,East,MD,Gaithersburg,Furniture,Chair,Chair Model-2022,2304.06,5,0.0,715.12,Corporate
ORD001614,2024-08-14,2024-08-19,West,CA,San Diego,Furniture,Bookshelf,Bookshelf Model-2020,4714.31,4,0.0,1183.36,One-time Buyer
ORD001615,2024-10-05,2024-10-12,East,DE,Milford,Furniture,Chair,Chair Model-2020,1275.53,3,0.0,309.62,Consumer
ORD001616,2022-03-08,2022-03-14,East,NJ,Paterson,Office Supplies,Pen,Pen Model-2023,88.19,1,0.15,15.8,Corporate
ORD001617,2022-10-31,2022-11-07,North,NY,Buffalo,Technology,Mouse,Mouse Model-2020,4069.53,5,0.1,1219.55,Corporate
ORD001618,2024-06-01,2024-06-06,South,NC,Charlotte,Technology,Mouse,Mouse Model-2022,2758.79,5,0.05,868.08,VIP
ORD001619,2024-03-30,2024-04-03,West,CO,Denver,Technology,Mouse,Mouse Model-2022,3021.58,4,0.0,713.62,Corporate
ORD001620,2022-07-22,2022-07-28,West,CA,San Diego,Furniture,Chair,Chair Model-2023,5027.03,4,0.0,1521.71,Corporate
ORD001621,2022-08-18,2022-08-24,South,FL,Tampa,Furniture,Bookshelf,Bookshelf Model-2024,228.3,1,0.15,60.78,One-time Buyer
ORD001622,2023-02-10,2023-02-16,North,OH,Columbus,Technology,Mouse,Mouse Model-2023,809.38,2,0.1,163.1,One-time Buyer
ORD001623,2023-06-15,2023-06-20,North,MA,Boston,Office Supplies,Pen,Pen Model-2023,2245.04,4,0.0,751.51,Corporate
ORD001624,2023-11-08,2023-11-14,North,OH,Columbus,Furniture,Cabinet,Cabinet Model-2020,1855.56,7,0.15,536.91,Corporate
ORD001625,2023-02-08,2023-02-12,West,OR,Portland,Technology,Mouse,Mouse Model-2021,6161.94,7,0.15,2006.74,Consumer
ORD001626,2023-05-22,2023-05-25,North,MA,Boston,Office Supplies,Paper,Paper Model-2024,663.05,1,0.05,136.78,Corporate
ORD001627,2024-03-29,2024-04-01,North,PA,Philadelphia,Furniture,Chair,Chair Model-2024,1826.44,3,0.2,608.7,One-time Buyer
ORD001628,2022-02-10,2022-02-17,West,OR,Eugene,Furniture,Bookshelf,Bookshelf Model-2024,5550.89,6,0.0,1237.48,One-time Buyer
ORD001629,2022-10-04,2022-10-07,West,CA,San Diego,Furniture,Desk,Desk Model-2020,1121.67,5,0.1,170.39,Consumer
ORD001630,2024-02-21,2024-02-26,East,DE,Wilmington,Technology,Laptop,Laptop Model-2023,3922.53,5,0.0,647.24,Corporate
ORD001631,2024-09-07,2024-09-10,West,OR,Eugene,Furniture,Table,Table Model-2020,801.02,1,0.05,134.47,Corporate
ORD001632,2023-07-15,2023-07-20,South,GA,Columbus,Furniture,Desk,Desk Model-2022,6091.75,7,0.15,1166.14,VIP
ORD001633,2023-08-06,2023-08-11,West,OR,Salem,Office Supplies,Pen,Pen Model-2021,413.48,1,0.05,77.45,Corporate
ORD001634,2022-04-28,2022-05-05,West,CA,San Diego,Technology,Printer,Printer Model-2021,2028.51,5,0.1,327.76,Corporate
ORD001635,2023-05-05,2023-05-08,North,NY,New York,Office Supplies,Binder,Binder Model-2020,1061.68,7,0.0,349.38,Consumer
ORD001636,2023-08-07,2023-08-14,East,DE,Milford,Furniture,Cabinet,Cabinet Model-2023,4011.59,4,0.05,1266.31,Corporate
ORD001637,2022-09-23,2022-09-29,North,MA,Springfield,Technology,Laptop,Laptop Model-2024,962.47,2,0.0,291.21,Consumer
ORD001638,2022-10-22,2022-10-26,East,MD,Frederick,Technology,Mouse,Mouse Model-2022,1653.71,3,0.0,406.53,One-time Buyer
ORD001639,2023-02-18,2023-02-21,North,MA,Worcester,Furniture,Bookshelf,Bookshelf Model-2022,313.0,2,0.05,73.56,One-time Buyer
ORD001640,2022-01-22,2022-01-28,South,GA,Columbus,Technology,Monitor,Monitor Model-2021,1064.81,2,0.05,250.31,Corporate
ORD001641,2022-12-19,2022-12-25,North,NY,New York,Technology,Keyboard,Keyboard Model-2023,242.9,2,0.0,49.15,Corporate
ORD001642,2022-08-20,2022-08-27,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2024,6570.83,5,0.05,1784.98,One-time Buyer
ORD001643,2022-12-25,2023-01-01,South,GA,Savannah,Technology,Laptop,Laptop Model-2021,2082.12,2,0.05,336.92,Consumer
ORD001644,2022-05-12,2022-05-16,South,TX,Austin,Technology,Keyboard,Keyboard Model-2023,790.52,4,0.05,222.73,Consumer
ORD001645,2024-09-02,2024-09-06,West,WA,Seattle,Office Supplies,Paper,Paper Model-2024,2201.82,4,0.0,556.56,VIP
ORD001646,2023-10-12,2023-10-16,North,OH,Columbus,Furniture,Table,Table Model-2020,2133.82,4,0.05,668.53,One-time Buyer
ORD001647,2024-01-14,2024-01-18,South,GA,Columbus,Office Supplies,Notebook,Notebook Model-2023,867.71,1,0.05,298.97,One-time Buyer
ORD001648,2024-05-14,2024-05-21,South,TX,Houston,Furniture,Desk,Desk Model-2022,2300.47,3,0.05,748.39,Consumer
ORD001649,2023-06-30,2023-07-05,West,CO,Denver,Furniture,Cabinet,Cabinet Model-2023,9354.97,4,0.1,2750.22,Consumer
ORD001650,2022-04-06,2022-04-13,East,MD,Gaithersburg,Furniture,Chair,Chair Model-2023,600.47,2,0.05,142.05,Consumer
ORD001651,2023-08-12,2023-08-17,South,NC,Greensboro,Office Supplies,Binder,Binder Model-2023,141.57,1,0.15,27.31,Consumer
ORD001652,2023-10-05,2023-10-12,South,TX,Dallas,Furniture,Table,Table Model-2024,2104.15,5,0.2,595.42,One-time Buyer
ORD001653,2024-03-27,2024-04-03,North,PA,Philadelphia,Office Supplies,Notebook,Notebook Model-2024,2959.0,4,0.1,563.16,Consumer
ORD001654,2023-04-18,2023-04-22,West,CA,San Diego,Office Supplies,Clipboard,Clipboard Model-2020,536.58,2,0.0,82.66,Corporate
ORD001655,2022-05-20,2022-05-25,North,PA,Philadelphia,Furniture,Chair,Chair Model-2020,469.46,2,0.0,124.24,Consumer
ORD001656,2022-11-07,2022-11-13,East,CT,Bridgeport,Furniture,Chair,Chair Model-2024,4918.82,6,0.1,1125.55,Corporate
ORD001657,2023-02-02,2023-02-08,West,CO,Colorado Springs,Office Supplies,Paper,Paper Model-2024,4003.24,5,0.0,1301.87,VIP
ORD001658,2023-12-09,2023-12-15,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2021,213.7,1,0.0,59.66,Consumer
ORD001659,2023-09-18,2023-09-22,South,FL,Tampa,Furniture,Desk,Desk Model-2023,1899.43,2,0.15,530.8,Corporate
ORD001660,2023-01-25,2023-01-31,South,TX,Austin,Furniture,Table,Table Model-2023,491.22,3,0.05,151.09,Consumer
ORD001661,2024-12-16,2024-12-23,West,CO,Fort Collins,Furniture,Desk,Desk Model-2022,631.36,4,0.0,137.09,Consumer
ORD001662,2023-10-26,2023-10-30,South,GA,Savannah,Office Supplies,Pen,Pen Model-2024,253.0,1,0.2,86.43,Corporate
ORD001663,2022-09-17,2022-09-23,North,OH,Cincinnati,Office Supplies,Clipboard,Clipboard Model-2024,4277.23,4,0.1,830.91,Corporate
ORD001664,2022-04-22,2022-04-26,West,CO,Colorado Springs,Office Supplies,Paper,Paper Model-2020,2638.89,4,0.05,855.89,Corporate
ORD001665,2022-06-17,2022-06-24,South,NC,Raleigh,Furniture,Desk,Desk Model-2020,1755.15,5,0.0,583.01,One-time Buyer
ORD001666,2022-09-27,2022-10-01,South,TX,Austin,Technology,Monitor,Monitor Model-2023,528.8,3,0.05,83.45,Corporate
ORD001667,2022-06-25,2022-07-01,East,MD,Gaithersburg,Technology,Keyboard,Keyboard Model-2023,1957.41,3,0.1,540.96,Consumer
ORD001668,2022-07-24,2022-07-28,East,DE,Milford,Technology,Printer,Printer Model-2024,3509.61,7,0.1,1052.48,Corporate
ORD001669,2022-11-09,2022-11-12,West,CA,San Francisco,Technology,Desktop,Desktop Model-2023,11491.92,5,0.0,3916.06,Consumer
ORD001670,2022-07-09,2022-07-15,East,CT,Hartford,Technology,Laptop,Laptop Model-2024,3136.05,4,0.05,628.07,Corporate
ORD001671,2024-09-08,2024-09-15,North,PA,Pittsburgh,Office Supplies,Binder,Binder Model-2022,438.51,3,0.05,115.05,Corporate
ORD001672,2022-03-29,2022-04-03,South,TX,Houston,Furniture,Table,Table Model-2022,2554.67,4,0.15,778.21,Consumer
ORD001673,2023-07-29,2023-08-02,South,GA,Savannah,Furniture,Desk,Desk Model-2021,1654.72,7,0.05,297.31,One-time Buyer
ORD001674,2023-03-26,2023-03-30,South,GA,Columbus,Furniture,Chair,Chair Model-2020,1733.71,1,0.0,555.82,VIP
ORD001675,2024-12-11,2024-12-17,West,WA,Tacoma,Furniture,Chair,Chair Model-2021,548.65,5,0.0,126.59,One-time Buyer
ORD001676,2022-05-03,2022-05-09,West,CA,San Francisco,Furniture,Table,Table Model-2022,1062.61,5,0.1,295.35,Consumer
ORD001677,2023-03-12,2023-03-15,East,MD,Baltimore,Technology,Keyboard,Keyboard Model-2023,1203.05,3,0.1,190.57,Corporate
ORD001678,2024-11-27,2024-12-04,South,GA,Savannah,Furniture,Chair,Chair Model-2020,847.11,6,0.0,164.84,VIP
ORD001679,2024-08-05,2024-08-09,South,GA,Columbus,Furniture,Table,Table Model-2020,1865.07,6,0.0,458.13,Consumer
ORD001680,2024-06-13,2024-06-17,South,GA,Savannah,Technology,Desktop,Desktop Model-2021,443.82,1,0.0,92.24,One-time Buyer
ORD001681,2022-10-10,2022-10-15,South,GA,Columbus,Furniture,Cabinet,Cabinet Model-2020,1584.55,4,0.0,541.23,Consumer
ORD001682,2022-07-07,2022-07-11,South,GA,Savannah,Technology,Monitor,Monitor Model-2022,1225.91,3,0.0,378.79,Consumer
ORD001683,2024-01-03,2024-01-07,North,NY,New York,Technology,Monitor,Monitor Model-2023,6878.66,7,0.15,2221.64,One-time Buyer
ORD001684,2024-10-14,2024-10-17,South,GA,Columbus,Office Supplies,Notebook,Notebook Model-2021,3005.09,7,0.05,731.03,One-time Buyer
ORD001685,2023-09-02,2023-09-07,North,PA,Pittsburgh,Furniture,Chair,Chair Model-2023,4849.62,4,0.2,1186.84,One-time Buyer
ORD001686,2023-09-18,2023-09-22,South,GA,Atlanta,Furniture,Chair,Chair Model-2021,152.94,1,0.15,47.57,VIP
ORD001687,2022-11-03,2022-11-07,West,CO,Fort Collins,Furniture,Desk,Desk Model-2024,502.42,2,0.05,114.3,Consumer
ORD001688,2024-04-22,2024-04-29,West,CO,Colorado Springs,Technology,Desktop,Desktop Model-2020,1807.78,3,0.05,445.02,Consumer
ORD001689,2022-07-24,2022-07-28,North,NY,New York,Office Supplies,Binder,Binder Model-2024,1358.77,6,0.15,347.46,VIP
ORD001690,2022-12-21,2022-12-24,South,GA,Columbus,Furniture,Bookshelf,Bookshelf Model-2020,1879.8,6,0.0,510.24,Consumer
ORD001691,2023-04-11,2023-04-15,West,OR,Eugene,Technology,Desktop,Desktop Model-2024,3769.38,3,0.0,1055.4,Corporate
ORD001692,2023-07-10,2023-07-14,West,WA,Tacoma,Technology,Keyboard,Keyboard Model-2023,2433.5,5,0.0,696.35,Corporate
ORD001693,2022-09-23,2022-09-29,South,NC,Greensboro,Technology,Mouse,Mouse Model-2022,607.46,2,0.0,145.06,Consumer
ORD001694,2022-05-06,2022-05-10,South,FL,Miami,Technology,Mouse,Mouse Model-2021,5097.88,6,0.0,1065.61,Consumer
ORD001695,2023-10-31,2023-11-05,West,OR,Portland,Office Supplies,Notebook,Notebook Model-2020,819.86,6,0.0,273.86,Corporate
ORD001696,2022-11-13,2022-11-19,South,GA,Atlanta,Office Supplies,Paper,Paper Model-2021,3088.02,6,0.0,973.79,One-time Buyer
ORD001697,2023-09-29,2023-10-04,East,CT,Bridgeport,Technology,Monitor,Monitor Model-2022,869.23,6,0.05,130.98,Corporate
ORD001698,2022-06-19,2022-06-24,South,TX,Dallas,Furniture,Chair,Chair Model-2024,532.73,3,0.1,134.56,Corporate
ORD001699,2023-06-11,2023-06-14,West,CA,San Diego,Office Supplies,Clipboard,Clipboard Model-2023,502.51,4,0.05,102.97,Corporate
ORD001700,2023-08-07,2023-08-11,West,WA,Seattle,Furniture,Cabinet,Cabinet Model-2021,1259.78,1,0.0,350.91,Consumer
ORD001701,2022-02-26,2022-03-03,North,PA,Allentown,Furniture,Bookshelf,Bookshelf Model-2024,249.41,2,0.0,62.48,Consumer
ORD001702,2023-01-04,2023-01-08,East,CT,Bridgeport,Office Supplies,Notebook,Notebook Model-2020,2316.33,5,0.0,357.26,Corporate
ORD001703,2022-05-28,2022-06-01,West,CO,Denver,Furniture,Chair,Chair Model-2021,1080.3,5,0.05,319.29,Consumer
ORD001704,2022-03-11,2022-03-14,East,NJ,Jersey City,Office Supplies,Notebook,Notebook Model-2021,2154.1,7,0.1,441.76,Consumer
ORD001705,2024-12-20,2024-12-23,South,FL,Tampa,Office Supplies,Paper,Paper Model-2020,1761.08,4,0.0,355.82,Corporate
ORD001706,2022-12-19,2022-12-24,West,CA,San Francisco,Furniture,Cabinet,Cabinet Model-2022,398.97,1,0.0,62.39,Corporate
ORD001707,2024-06-05,2024-06-10,North,OH,Cincinnati,Furniture,Desk,Desk Model-2024,3946.68,5,0.0,1245.84,Consumer
ORD001708,2022-10-06,2022-10-12,West,OR,Eugene,Technology,Laptop,Laptop Model-2021,6572.73,5,0.0,1746.82,Corporate
ORD001709,2024-01-17,2024-01-21,North,PA,Pittsburgh,Office Supplies,Clipboard,Clipboard Model-2024,278.53,1,0.0,68.79,Corporate
ORD001710,2024-04-12,2024-04-16,East,DE,Wilmington,Furniture,Bookshelf,Bookshelf Model-2023,224.85,2,0.0,64.12,Consumer
ORD001711,2023-10-15,2023-10-18,North,NY,New York,Office Supplies,Binder,Binder Model-2024,3665.7,3,0.0,803.06,VIP
ORD001712,2023-06-01,2023-06-04,South,NC,Raleigh,Technology,Printer,Printer Model-2024,4863.6,3,0.2,1283.48,Consumer
ORD001713,2023-03-27,2023-04-01,South,FL,Tampa,Technology,Laptop,Laptop Model-2020,2284.85,7,0.15,456.64,One-time Buyer
ORD001714,2023-01-18,2023-01-24,South,GA,Savannah,Technology,Desktop,Desktop Model-2024,384.0,1,0.05,62.43,Consumer
ORD001715,2024-10-14,2024-10-20,West,CA,San Diego,Technology,Mouse,Mouse Model-2022,160.05,1,0.1,41.98,One-time Buyer
ORD001716,2024-06-28,2024-07-01,South,GA,Atlanta,Technology,Printer,Printer Model-2024,2536.06,6,0.0,492.6,Consumer
ORD001717,2024-11-22,2024-11-25,South,NC,Greensboro,Technology,Desktop,Desktop Model-2023,280.74,1,0.0,84.22,One-time Buyer
ORD001718,2022-05-17,2022-05-23,West,WA,Tacoma,Technology,Monitor,Monitor Model-2024,10762.87,4,0.0,2587.06,Corporate
ORD001719,2024-03-11,2024-03-17,East,DE,Dover,Technology,Mouse,Mouse Model-2020,768.32,4,0.05,153.73,Corporate
ORD001720,2024-10-24,2024-10-29,South,NC,Charlotte,Office Supplies,Notebook,Notebook Model-2023,287.2,1,0.15,78.02,Corporate
ORD001721,2022-07-18,2022-07-24,South,TX,Dallas,Furniture,Cabinet,Cabinet Model-2020,2316.84,4,0.0,401.56,Consumer
ORD001722,2022-03-14,2022-03-18,West,CO,Colorado Springs,Office Supplies,Paper,Paper Model-2022,934.96,3,0.0,282.62,One-time Buyer
ORD001723,2024-03-22,2024-03-28,East,NJ,Jersey City,Office Supplies,Binder,Binder Model-2022,379.47,1,0.1,91.24,Consumer
ORD001724,2023-09-22,2023-09-29,East,DE,Dover,Furniture,Desk,Desk Model-2020,5744.99,3,0.0,1795.48,VIP
ORD001725,2024-07-10,2024-07-16,East,DE,Milford,Furniture,Desk,Desk Model-2022,1295.93,3,0.05,230.18,Consumer
ORD001726,2022-06-03,2022-06-06,West,CO,Fort Collins,Technology,Monitor,Monitor Model-2020,4961.87,4,0.05,1123.91,Corporate
ORD001727,2024-05-20,2024-05-23,North,NY,Albany,Furniture,Bookshelf,Bookshelf Model-2021,854.13,7,0.0,158.87,Corporate
ORD001728,2022-08-09,2022-08-16,North,OH,Cincinnati,Office Supplies,Pen,Pen Model-2024,737.16,5,0.1,119.6,Corporate
ORD001729,2022-06-29,2022-07-03,South,NC,Greensboro,Technology,Desktop,Desktop Model-2021,7728.95,5,0.0,2636.11,Consumer
ORD001730,2022-06-29,2022-07-05,South,GA,Atlanta,Office Supplies,Binder,Binder Model-2022,337.8,2,0.0,99.76,One-time Buyer
ORD001731,2024-06-10,2024-06-16,South,GA,Columbus,Furniture,Cabinet,Cabinet Model-2020,4563.34,7,0.15,981.67,One-time Buyer
ORD001732,2023-12-30,2024-01-06,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2020,790.6,2,0.0,157.51,VIP
ORD001733,2023-07-27,2023-08-01,West,CO,Colorado Springs,Office Supplies,Notebook,Notebook Model-2020,1805.34,5,0.0,344.58,Corporate
ORD001734,2023-01-28,2023-02-02,South,NC,Raleigh,Technology,Laptop,Laptop Model-2020,638.26,1,0.0,101.23,Corporate
ORD001735,2024-08-18,2024-08-22,West,WA,Tacoma,Technology,Laptop,Laptop Model-2024,3751.22,5,0.0,639.71,Corporate
ORD001736,2023-03-06,2023-03-12,South,FL,Miami,Office Supplies,Notebook,Notebook Model-2023,8663.39,6,0.0,1477.81,Consumer
ORD001737,2024-06-13,2024-06-19,West,CO,Colorado Springs,Furniture,Bookshelf,Bookshelf Model-2021,993.81,4,0.0,281.5,One-time Buyer
ORD001738,2023-04-26,2023-05-02,West,WA,Tacoma,Technology,Monitor,Monitor Model-2022,3319.29,5,0.05,892.69,Consumer
ORD001739,2023-02-17,2023-02-20,North,OH,Cincinnati,Office Supplies,Pen,Pen Model-2020,309.49,1,0.0,81.59,Corporate
ORD001740,2023-05-22,2023-05-27,West,OR,Salem,Technology,Laptop,Laptop Model-2021,659.01,1,0.1,195.66,Corporate
ORD001741,2022-11-27,2022-12-04,East,NJ,Jersey City,Technology,Laptop,Laptop Model-2023,353.29,2,0.0,70.74,Corporate
ORD001742,2024-03-29,2024-04-01,North,PA,Allentown,Furniture,Cabinet,Cabinet Model-2021,730.48,2,0.1,159.61,VIP
ORD001743,2023-07-05,2023-07-08,South,NC,Charlotte,Office Supplies,Clipboard,Clipboard Model-2022,201.44,1,0.0,35.32,Corporate
ORD001744,2022-09-12,2022-09-17,North,PA,Pittsburgh,Office Supplies,Binder,Binder Model-2020,915.22,3,0.0,244.86,Corporate
ORD001745,2024-09-12,2024-09-18,East,MD,Baltimore,Office Supplies,Clipboard,Clipboard Model-2022,4372.43,6,0.0,1471.68,One-time Buyer
ORD001746,2023-02-25,2023-03-01,East,MD,Gaithersburg,Office Supplies,Notebook,Notebook Model-2020,419.15,2,0.1,135.23,Corporate
ORD001747,2023-08-19,2023-08-26,West,WA,Vancouver,Office Supplies,Clipboard,Clipboard Model-2023,4741.85,7,0.0,1237.62,Consumer
ORD001748,2024-09-19,2024-09-24,East,MD,Baltimore,Technology,Printer,Printer Model-2022,2655.18,6,0.0,740.59,Consumer
