Order_ID,Order_Date,Ship_Date,Region,State,City,Product_Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Customer_Segment,Shipping_Days,Year,Month,Quarter,Week,DayOfWeek,Year_Month,Profit_Margin_Pct,Unit_Price,Profit_Per_Unit,Margin_Category,Customer_Size_Segment,Order_Value_Category,Discount_Impact
ORD001619,2024-03-30,2024-04-03,West,CO,Denver,Technology,Mouse,Mouse Model-2022,3021.58,4,0.0,713.62,Corporate,4,2024,3,1,13,Saturday,2024-03,23.62,755.4,178.4,Good (20-30%),Enterprise,High Value,0.0
ORD001620,2022-07-22,2022-07-28,West,CA,San Diego,Furniture,Chair,Chair Model-2023,5027.03,4,0.0,1521.71,Corporate,6,2022,7,3,29,Friday,2022-07,30.27,1256.76,380.43,Excellent (30%+),Enterprise,High Value,0.0
ORD001621,2022-08-18,2022-08-24,South,FL,Tampa,Furniture,Bookshelf,Bookshelf Model-2024,228.3,1,0.15,60.78,One-time Buyer,6,2022,8,3,33,Thursday,2022-08,26.62,228.3,60.78,Good (20-30%),SMB,Low Value,34.245
ORD001622,2023-02-10,2023-02-16,North,OH,Columbus,Technology,Mouse,Mouse Model-2023,809.38,2,0.1,163.1,One-time Buyer,6,2023,2,1,6,Friday,2023-02,20.15,404.69,81.55,Good (20-30%),Mid-Market,Mid Range,80.938
ORD001623,2023-06-15,2023-06-20,North,MA,Boston,Office Supplies,Pen,Pen Model-2023,2245.04,4,0.0,751.51,Corporate,5,2023,6,2,24,Thursday,2023-06,33.47,561.26,187.88,Excellent (30%+),Enterprise,Mid Range,0.0
ORD001624,2023-11-08,2023-11-14,North,OH,Columbus,Furniture,Cabinet,Cabinet Model-2020,1855.56,7,0.15,536.91,Corporate,6,2023,11,4,45,Wednesday,2023-11,28.94,265.08,76.7,Good (20-30%),Mid-Market,Mid Range,278.334
ORD001625,2023-02-08,2023-02-12,West,OR,Portland,Technology,Mouse,Mouse Model-2021,6161.94,7,0.15,2006.74,Consumer,4,2023,2,1,6,Wednesday,2023-02,32.57,880.28,286.68,Excellent (30%+),Enterprise,High Value,924.2909999999999
ORD001626,2023-05-22,2023-05-25,North,MA,Boston,Office Supplies,Paper,Paper Model-2024,663.05,1,0.05,136.78,Corporate,3,2023,5,2,21,Monday,2023-05,20.63,663.05,136.78,Good (20-30%),Mid-Market,Low Value,33.152499999999996
ORD001627,2024-03-29,2024-04-01,North,PA,Philadelphia,Furniture,Chair,Chair Model-2024,1826.44,3,0.2,608.7,One-time Buyer,3,2024,3,1,13,Friday,2024-03,33.33,608.81,202.9,Excellent (30%+),Mid-Market,Mid Range,365.288
ORD001628,2022-02-10,2022-02-17,West,OR,Eugene,Furniture,Bookshelf,Bookshelf Model-2024,5550.89,6,0.0,1237.48,One-time Buyer,7,2022,2,1,6,Thursday,2022-02,22.29,925.15,206.25,Good (20-30%),Enterprise,High Value,0.0
ORD001629,2022-10-04,2022-10-07,West,CA,San Diego,Furniture,Desk,Desk Model-2020,1121.67,5,0.1,170.39,Consumer,3,2022,10,4,40,Tuesday,2022-10,15.19,224.33,34.08,Medium (10-20%),Mid-Market,Mid Range,112.16700000000002
ORD001630,2024-02-21,2024-02-26,East,DE,Wilmington,Technology,Laptop,Laptop Model-2023,3922.53,5,0.0,647.24,Corporate,5,2024,2,1,8,Wednesday,2024-02,16.5,784.51,129.45,Medium (10-20%),Enterprise,High Value,0.0
ORD001631,2024-09-07,2024-09-10,West,OR,Eugene,Furniture,Table,Table Model-2020,801.02,1,0.05,134.47,Corporate,3,2024,9,3,36,Saturday,2024-09,16.79,801.02,134.47,Medium (10-20%),Mid-Market,Mid Range,40.051
ORD001632,2023-07-15,2023-07-20,South,GA,Columbus,Furniture,Desk,Desk Model-2022,6091.75,7,0.15,1166.14,VIP,5,2023,7,3,28,Saturday,2023-07,19.14,870.25,166.59,Medium (10-20%),Enterprise,High Value,913.7624999999999
ORD001633,2023-08-06,2023-08-11,West,OR,Salem,Office Supplies,Pen,Pen Model-2021,413.48,1,0.05,77.45,Corporate,5,2023,8,3,31,Sunday,2023-08,18.73,413.48,77.45,Medium (10-20%),SMB,Low Value,20.674000000000003
ORD001634,2022-04-28,2022-05-05,West,CA,San Diego,Technology,Printer,Printer Model-2021,2028.51,5,0.1,327.76,Corporate,7,2022,4,2,17,Thursday,2022-04,16.16,405.7,65.55,Medium (10-20%),Enterprise,Mid Range,202.851
ORD001635,2023-05-05,2023-05-08,North,NY,New York,Office Supplies,Binder,Binder Model-2020,1061.68,7,0.0,349.38,Consumer,3,2023,5,2,18,Friday,2023-05,32.91,151.67,49.91,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001636,2023-08-07,2023-08-14,East,DE,Milford,Furniture,Cabinet,Cabinet Model-2023,4011.59,4,0.05,1266.31,Corporate,7,2023,8,3,32,Monday,2023-08,31.57,1002.9,316.58,Excellent (30%+),Enterprise,High Value,200.57950000000002
ORD001637,2022-09-23,2022-09-29,North,MA,Springfield,Technology,Laptop,Laptop Model-2024,962.47,2,0.0,291.21,Consumer,6,2022,9,3,38,Friday,2022-09,30.26,481.24,145.6,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001638,2022-10-22,2022-10-26,East,MD,Frederick,Technology,Mouse,Mouse Model-2022,1653.71,3,0.0,406.53,One-time Buyer,4,2022,10,4,42,Saturday,2022-10,24.58,551.24,135.51,Good (20-30%),Mid-Market,Mid Range,0.0
ORD001639,2023-02-18,2023-02-21,North,MA,Worcester,Furniture,Bookshelf,Bookshelf Model-2022,313.0,2,0.05,73.56,One-time Buyer,3,2023,2,1,7,Saturday,2023-02,23.5,156.5,36.78,Good (20-30%),SMB,Low Value,15.65
ORD001640,2022-01-22,2022-01-28,South,GA,Columbus,Technology,Monitor,Monitor Model-2021,1064.81,2,0.05,250.31,Corporate,6,2022,1,1,3,Saturday,2022-01,23.51,532.4,125.16,Good (20-30%),Mid-Market,Mid Range,53.2405
ORD001641,2022-12-19,2022-12-25,North,NY,New York,Technology,Keyboard,Keyboard Model-2023,242.9,2,0.0,49.15,Corporate,6,2022,12,4,51,Monday,2022-12,20.23,121.45,24.58,Good (20-30%),SMB,Low Value,0.0
ORD001642,2022-08-20,2022-08-27,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2024,6570.83,5,0.05,1784.98,One-time Buyer,7,2022,8,3,33,Saturday,2022-08,27.17,1314.17,357.0,Good (20-30%),Enterprise,High Value,328.54150000000004
ORD001643,2022-12-25,2023-01-01,South,GA,Savannah,Technology,Laptop,Laptop Model-2021,2082.12,2,0.05,336.92,Consumer,7,2022,12,4,51,Sunday,2022-12,16.18,1041.06,168.46,Medium (10-20%),Enterprise,Mid Range,104.106
ORD001644,2022-05-12,2022-05-16,South,TX,Austin,Technology,Keyboard,Keyboard Model-2023,790.52,4,0.05,222.73,Consumer,4,2022,5,2,19,Thursday,2022-05,28.18,197.63,55.68,Good (20-30%),Mid-Market,Mid Range,39.526
ORD001645,2024-09-02,2024-09-06,West,WA,Seattle,Office Supplies,Paper,Paper Model-2024,2201.82,4,0.0,556.56,VIP,4,2024,9,3,36,Monday,2024-09,25.28,550.46,139.14,Good (20-30%),Enterprise,Mid Range,0.0
ORD001646,2023-10-12,2023-10-16,North,OH,Columbus,Furniture,Table,Table Model-2020,2133.82,4,0.05,668.53,One-time Buyer,4,2023,10,4,41,Thursday,2023-10,31.33,533.46,167.13,Excellent (30%+),Enterprise,Mid Range,106.69100000000002
ORD001647,2024-01-14,2024-01-18,South,GA,Columbus,Office Supplies,Notebook,Notebook Model-2023,867.71,1,0.05,298.97,One-time Buyer,4,2024,1,1,2,Sunday,2024-01,34.46,867.71,298.97,Excellent (30%+),Mid-Market,Mid Range,43.38550000000001
ORD001648,2024-05-14,2024-05-21,South,TX,Houston,Furniture,Desk,Desk Model-2022,2300.47,3,0.05,748.39,Consumer,7,2024,5,2,20,Tuesday,2024-05,32.53,766.82,249.46,Excellent (30%+),Enterprise,Mid Range,115.0235
ORD001649,2023-06-30,2023-07-05,West,CO,Denver,Furniture,Cabinet,Cabinet Model-2023,9354.97,4,0.1,2750.22,Consumer,5,2023,6,2,26,Friday,2023-06,29.4,2338.74,687.56,Good (20-30%),Enterprise,High Value,935.497
ORD001650,2022-04-06,2022-04-13,East,MD,Gaithersburg,Furniture,Chair,Chair Model-2023,600.47,2,0.05,142.05,Consumer,7,2022,4,2,14,Wednesday,2022-04,23.66,300.24,71.03,Good (20-30%),Mid-Market,Low Value,30.023500000000002
ORD001651,2023-08-12,2023-08-17,South,NC,Greensboro,Office Supplies,Binder,Binder Model-2023,141.57,1,0.15,27.31,Consumer,5,2023,8,3,32,Saturday,2023-08,19.29,141.57,27.31,Medium (10-20%),SMB,Low Value,21.2355
ORD001652,2023-10-05,2023-10-12,South,TX,Dallas,Furniture,Table,Table Model-2024,2104.15,5,0.2,595.42,One-time Buyer,7,2023,10,4,40,Thursday,2023-10,28.3,420.83,119.08,Good (20-30%),Enterprise,Mid Range,420.83000000000004
ORD001653,2024-03-27,2024-04-03,North,PA,Philadelphia,Office Supplies,Notebook,Notebook Model-2024,2959.0,4,0.1,563.16,Consumer,7,2024,3,1,13,Wednesday,2024-03,19.03,739.75,140.79,Medium (10-20%),Enterprise,High Value,295.90000000000003
ORD001654,2023-04-18,2023-04-22,West,CA,San Diego,Office Supplies,Clipboard,Clipboard Model-2020,536.58,2,0.0,82.66,Corporate,4,2023,4,2,16,Tuesday,2023-04,15.4,268.29,41.33,Medium (10-20%),Mid-Market,Low Value,0.0
ORD001655,2022-05-20,2022-05-25,North,PA,Philadelphia,Furniture,Chair,Chair Model-2020,469.46,2,0.0,124.24,Consumer,5,2022,5,2,20,Friday,2022-05,26.46,234.73,62.12,Good (20-30%),SMB,Low Value,0.0
ORD001656,2022-11-07,2022-11-13,East,CT,Bridgeport,Furniture,Chair,Chair Model-2024,4918.82,6,0.1,1125.55,Corporate,6,2022,11,4,45,Monday,2022-11,22.88,819.8,187.59,Good (20-30%),Enterprise,High Value,491.882
ORD001657,2023-02-02,2023-02-08,West,CO,Colorado Springs,Office Supplies,Paper,Paper Model-2024,4003.24,5,0.0,1301.87,VIP,6,2023,2,1,5,Thursday,2023-02,32.52,800.65,260.37,Excellent (30%+),Enterprise,High Value,0.0
ORD001658,2023-12-09,2023-12-15,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2021,213.7,1,0.0,59.66,Consumer,6,2023,12,4,49,Saturday,2023-12,27.92,213.7,59.66,Good (20-30%),SMB,Low Value,0.0
ORD001659,2023-09-18,2023-09-22,South,FL,Tampa,Furniture,Desk,Desk Model-2023,1899.43,2,0.15,530.8,Corporate,4,2023,9,3,38,Monday,2023-09,27.95,949.72,265.4,Good (20-30%),Mid-Market,Mid Range,284.9145
ORD001660,2023-01-25,2023-01-31,South,TX,Austin,Furniture,Table,Table Model-2023,491.22,3,0.05,151.09,Consumer,6,2023,1,1,4,Wednesday,2023-01,30.76,163.74,50.36,Excellent (30%+),SMB,Low Value,24.561000000000003
ORD001661,2024-12-16,2024-12-23,West,CO,Fort Collins,Furniture,Desk,Desk Model-2022,631.36,4,0.0,137.09,Consumer,7,2024,12,4,51,Monday,2024-12,21.71,157.84,34.27,Good (20-30%),Mid-Market,Low Value,0.0
ORD001662,2023-10-26,2023-10-30,South,GA,Savannah,Office Supplies,Pen,Pen Model-2024,253.0,1,0.2,86.43,Corporate,4,2023,10,4,43,Thursday,2023-10,34.16,253.0,86.43,Excellent (30%+),SMB,Low Value,50.6
ORD001663,2022-09-17,2022-09-23,North,OH,Cincinnati,Office Supplies,Clipboard,Clipboard Model-2024,4277.23,4,0.1,830.91,Corporate,6,2022,9,3,37,Saturday,2022-09,19.43,1069.31,207.73,Medium (10-20%),Enterprise,High Value,427.72299999999996
ORD001664,2022-04-22,2022-04-26,West,CO,Colorado Springs,Office Supplies,Paper,Paper Model-2020,2638.89,4,0.05,855.89,Corporate,4,2022,4,2,16,Friday,2022-04,32.43,659.72,213.97,Excellent (30%+),Enterprise,Mid Range,131.9445
ORD001665,2022-06-17,2022-06-24,South,NC,Raleigh,Furniture,Desk,Desk Model-2020,1755.15,5,0.0,583.01,One-time Buyer,7,2022,6,2,24,Friday,2022-06,33.22,351.03,116.6,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001666,2022-09-27,2022-10-01,South,TX,Austin,Technology,Monitor,Monitor Model-2023,528.8,3,0.05,83.45,Corporate,4,2022,9,3,39,Tuesday,2022-09,15.78,176.27,27.82,Medium (10-20%),Mid-Market,Low Value,26.439999999999998
ORD001667,2022-06-25,2022-07-01,East,MD,Gaithersburg,Technology,Keyboard,Keyboard Model-2023,1957.41,3,0.1,540.96,Consumer,6,2022,6,2,25,Saturday,2022-06,27.64,652.47,180.32,Good (20-30%),Mid-Market,Mid Range,195.741
ORD001668,2022-07-24,2022-07-28,East,DE,Milford,Technology,Printer,Printer Model-2024,3509.61,7,0.1,1052.48,Corporate,4,2022,7,3,29,Sunday,2022-07,29.99,501.37,150.35,Good (20-30%),Enterprise,High Value,350.961
ORD001669,2022-11-09,2022-11-12,West,CA,San Francisco,Technology,Desktop,Desktop Model-2023,11491.92,5,0.0,3916.06,Consumer,3,2022,11,4,45,Wednesday,2022-11,34.08,2298.38,783.21,Excellent (30%+),Enterprise,High Value,0.0
ORD001670,2022-07-09,2022-07-15,East,CT,Hartford,Technology,Laptop,Laptop Model-2024,3136.05,4,0.05,628.07,Corporate,6,2022,7,3,27,Saturday,2022-07,20.03,784.01,157.02,Good (20-30%),Enterprise,High Value,156.8025
ORD001671,2024-09-08,2024-09-15,North,PA,Pittsburgh,Office Supplies,Binder,Binder Model-2022,438.51,3,0.05,115.05,Corporate,7,2024,9,3,36,Sunday,2024-09,26.24,146.17,38.35,Good (20-30%),SMB,Low Value,21.9255
ORD001672,2022-03-29,2022-04-03,South,TX,Houston,Furniture,Table,Table Model-2022,2554.67,4,0.15,778.21,Consumer,5,2022,3,1,13,Tuesday,2022-03,30.46,638.67,194.55,Excellent (30%+),Enterprise,Mid Range,383.2005
ORD001673,2023-07-29,2023-08-02,South,GA,Savannah,Furniture,Desk,Desk Model-2021,1654.72,7,0.05,297.31,One-time Buyer,4,2023,7,3,30,Saturday,2023-07,17.97,236.39,42.47,Medium (10-20%),Mid-Market,Mid Range,82.736
ORD001674,2023-03-26,2023-03-30,South,GA,Columbus,Furniture,Chair,Chair Model-2020,1733.71,1,0.0,555.82,VIP,4,2023,3,1,12,Sunday,2023-03,32.06,1733.71,555.82,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001675,2024-12-11,2024-12-17,West,WA,Tacoma,Furniture,Chair,Chair Model-2021,548.65,5,0.0,126.59,One-time Buyer,6,2024,12,4,50,Wednesday,2024-12,23.07,109.73,25.32,Good (20-30%),Mid-Market,Low Value,0.0
ORD001676,2022-05-03,2022-05-09,West,CA,San Francisco,Furniture,Table,Table Model-2022,1062.61,5,0.1,295.35,Consumer,6,2022,5,2,18,Tuesday,2022-05,27.79,212.52,59.07,Good (20-30%),Mid-Market,Mid Range,106.261
ORD001677,2023-03-12,2023-03-15,East,MD,Baltimore,Technology,Keyboard,Keyboard Model-2023,1203.05,3,0.1,190.57,Corporate,3,2023,3,1,10,Sunday,2023-03,15.84,401.02,63.52,Medium (10-20%),Mid-Market,Mid Range,120.305
ORD001678,2024-11-27,2024-12-04,South,GA,Savannah,Furniture,Chair,Chair Model-2020,847.11,6,0.0,164.84,VIP,7,2024,11,4,48,Wednesday,2024-11,19.46,141.18,27.47,Medium (10-20%),Mid-Market,Mid Range,0.0
ORD001679,2024-08-05,2024-08-09,South,GA,Columbus,Furniture,Table,Table Model-2020,1865.07,6,0.0,458.13,Consumer,4,2024,8,3,32,Monday,2024-08,24.56,310.84,76.36,Good (20-30%),Mid-Market,Mid Range,0.0
ORD001680,2024-06-13,2024-06-17,South,GA,Savannah,Technology,Desktop,Desktop Model-2021,443.82,1,0.0,92.24,One-time Buyer,4,2024,6,2,24,Thursday,2024-06,20.78,443.82,92.24,Good (20-30%),SMB,Low Value,0.0
ORD001681,2022-10-10,2022-10-15,South,GA,Columbus,Furniture,Cabinet,Cabinet Model-2020,1584.55,4,0.0,541.23,Consumer,5,2022,10,4,41,Monday,2022-10,34.16,396.14,135.31,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001682,2022-07-07,2022-07-11,South,GA,Savannah,Technology,Monitor,Monitor Model-2022,1225.91,3,0.0,378.79,Consumer,4,2022,7,3,27,Thursday,2022-07,30.9,408.64,126.26,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001683,2024-01-03,2024-01-07,North,NY,New York,Technology,Monitor,Monitor Model-2023,6878.66,7,0.15,2221.64,One-time Buyer,4,2024,1,1,1,Wednesday,2024-01,32.3,982.67,317.38,Excellent (30%+),Enterprise,High Value,1031.799
ORD001684,2024-10-14,2024-10-17,South,GA,Columbus,Office Supplies,Notebook,Notebook Model-2021,3005.09,7,0.05,731.03,One-time Buyer,3,2024,10,4,42,Monday,2024-10,24.33,429.3,104.43,Good (20-30%),Enterprise,High Value,150.2545
ORD001685,2023-09-02,2023-09-07,North,PA,Pittsburgh,Furniture,Chair,Chair Model-2023,4849.62,4,0.2,1186.84,One-time Buyer,5,2023,9,3,35,Saturday,2023-09,24.47,1212.4,296.71,Good (20-30%),Enterprise,High Value,969.924
ORD001686,2023-09-18,2023-09-22,South,GA,Atlanta,Furniture,Chair,Chair Model-2021,152.94,1,0.15,47.57,VIP,4,2023,9,3,38,Monday,2023-09,31.1,152.94,47.57,Excellent (30%+),SMB,Low Value,22.941
ORD001687,2022-11-03,2022-11-07,West,CO,Fort Collins,Furniture,Desk,Desk Model-2024,502.42,2,0.05,114.3,Consumer,4,2022,11,4,44,Thursday,2022-11,22.75,251.21,57.15,Good (20-30%),Mid-Market,Low Value,25.121000000000002
ORD001688,2024-04-22,2024-04-29,West,CO,Colorado Springs,Technology,Desktop,Desktop Model-2020,1807.78,3,0.05,445.02,Consumer,7,2024,4,2,17,Monday,2024-04,24.62,602.59,148.34,Good (20-30%),Mid-Market,Mid Range,90.38900000000001
ORD001689,2022-07-24,2022-07-28,North,NY,New York,Office Supplies,Binder,Binder Model-2024,1358.77,6,0.15,347.46,VIP,4,2022,7,3,29,Sunday,2022-07,25.57,226.46,57.91,Good (20-30%),Mid-Market,Mid Range,203.8155
ORD001690,2022-12-21,2022-12-24,South,GA,Columbus,Furniture,Bookshelf,Bookshelf Model-2020,1879.8,6,0.0,510.24,Consumer,3,2022,12,4,51,Wednesday,2022-12,27.14,313.3,85.04,Good (20-30%),Mid-Market,Mid Range,0.0
ORD001691,2023-04-11,2023-04-15,West,OR,Eugene,Technology,Desktop,Desktop Model-2024,3769.38,3,0.0,1055.4,Corporate,4,2023,4,2,15,Tuesday,2023-04,28.0,1256.46,351.8,Good (20-30%),Enterprise,High Value,0.0
ORD001692,2023-07-10,2023-07-14,West,WA,Tacoma,Technology,Keyboard,Keyboard Model-2023,2433.5,5,0.0,696.35,Corporate,4,2023,7,3,28,Monday,2023-07,28.62,486.7,139.27,Good (20-30%),Enterprise,Mid Range,0.0
ORD001693,2022-09-23,2022-09-29,South,NC,Greensboro,Technology,Mouse,Mouse Model-2022,607.46,2,0.0,145.06,Consumer,6,2022,9,3,38,Friday,2022-09,23.88,303.73,72.53,Good (20-30%),Mid-Market,Low Value,0.0
ORD001694,2022-05-06,2022-05-10,South,FL,Miami,Technology,Mouse,Mouse Model-2021,5097.88,6,0.0,1065.61,Consumer,4,2022,5,2,18,Friday,2022-05,20.9,849.65,177.6,Good (20-30%),Enterprise,High Value,0.0
ORD001695,2023-10-31,2023-11-05,West,OR,Portland,Office Supplies,Notebook,Notebook Model-2020,819.86,6,0.0,273.86,Corporate,5,2023,10,4,44,Tuesday,2023-10,33.4,136.64,45.64,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001696,2022-11-13,2022-11-19,South,GA,Atlanta,Office Supplies,Paper,Paper Model-2021,3088.02,6,0.0,973.79,One-time Buyer,6,2022,11,4,45,Sunday,2022-11,31.53,514.67,162.3,Excellent (30%+),Enterprise,High Value,0.0
ORD001697,2023-09-29,2023-10-04,East,CT,Bridgeport,Technology,Monitor,Monitor Model-2022,869.23,6,0.05,130.98,Corporate,5,2023,9,3,39,Friday,2023-09,15.07,144.87,21.83,Medium (10-20%),Mid-Market,Mid Range,43.4615
ORD001698,2022-06-19,2022-06-24,South,TX,Dallas,Furniture,Chair,Chair Model-2024,532.73,3,0.1,134.56,Corporate,5,2022,6,2,24,Sunday,2022-06,25.26,177.58,44.85,Good (20-30%),Mid-Market,Low Value,53.273
ORD001699,2023-06-11,2023-06-14,West,CA,San Diego,Office Supplies,Clipboard,Clipboard Model-2023,502.51,4,0.05,102.97,Corporate,3,2023,6,2,23,Sunday,2023-06,20.49,125.63,25.74,Good (20-30%),Mid-Market,Low Value,25.125500000000002
ORD001700,2023-08-07,2023-08-11,West,WA,Seattle,Furniture,Cabinet,Cabinet Model-2021,1259.78,1,0.0,350.91,Consumer,4,2023,8,3,32,Monday,2023-08,27.85,1259.78,350.91,Good (20-30%),Mid-Market,Mid Range,0.0
ORD001701,2022-02-26,2022-03-03,North,PA,Allentown,Furniture,Bookshelf,Bookshelf Model-2024,249.41,2,0.0,62.48,Consumer,5,2022,2,1,8,Saturday,2022-02,25.05,124.7,31.24,Good (20-30%),SMB,Low Value,0.0
ORD001702,2023-01-04,2023-01-08,East,CT,Bridgeport,Office Supplies,Notebook,Notebook Model-2020,2316.33,5,0.0,357.26,Corporate,4,2023,1,1,1,Wednesday,2023-01,15.42,463.27,71.45,Medium (10-20%),Enterprise,Mid Range,0.0
ORD001703,2022-05-28,2022-06-01,West,CO,Denver,Furniture,Chair,Chair Model-2021,1080.3,5,0.05,319.29,Consumer,4,2022,5,2,21,Saturday,2022-05,29.56,216.06,63.86,Good (20-30%),Mid-Market,Mid Range,54.015
ORD001704,2022-03-11,2022-03-14,East,NJ,Jersey City,Office Supplies,Notebook,Notebook Model-2021,2154.1,7,0.1,441.76,Consumer,3,2022,3,1,10,Friday,2022-03,20.51,307.73,63.11,Good (20-30%),Enterprise,Mid Range,215.41
ORD001705,2024-12-20,2024-12-23,South,FL,Tampa,Office Supplies,Paper,Paper Model-2020,1761.08,4,0.0,355.82,Corporate,3,2024,12,4,51,Friday,2024-12,20.2,440.27,88.96,Good (20-30%),Mid-Market,Mid Range,0.0
ORD001706,2022-12-19,2022-12-24,West,CA,San Francisco,Furniture,Cabinet,Cabinet Model-2022,398.97,1,0.0,62.39,Corporate,5,2022,12,4,51,Monday,2022-12,15.64,398.97,62.39,Medium (10-20%),SMB,Low Value,0.0
ORD001707,2024-06-05,2024-06-10,North,OH,Cincinnati,Furniture,Desk,Desk Model-2024,3946.68,5,0.0,1245.84,Consumer,5,2024,6,2,23,Wednesday,2024-06,31.57,789.34,249.17,Excellent (30%+),Enterprise,High Value,0.0
ORD001708,2022-10-06,2022-10-12,West,OR,Eugene,Technology,Laptop,Laptop Model-2021,6572.73,5,0.0,1746.82,Corporate,6,2022,10,4,40,Thursday,2022-10,26.58,1314.55,349.36,Good (20-30%),Enterprise,High Value,0.0
ORD001709,2024-01-17,2024-01-21,North,PA,Pittsburgh,Office Supplies,Clipboard,Clipboard Model-2024,278.53,1,0.0,68.79,Corporate,4,2024,1,1,3,Wednesday,2024-01,24.7,278.53,68.79,Good (20-30%),SMB,Low Value,0.0
ORD001710,2024-04-12,2024-04-16,East,DE,Wilmington,Furniture,Bookshelf,Bookshelf Model-2023,224.85,2,0.0,64.12,Consumer,4,2024,4,2,15,Friday,2024-04,28.52,112.42,32.06,Good (20-30%),SMB,Low Value,0.0
ORD001711,2023-10-15,2023-10-18,North,NY,New York,Office Supplies,Binder,Binder Model-2024,3665.7,3,0.0,803.06,VIP,3,2023,10,4,41,Sunday,2023-10,21.91,1221.9,267.69,Good (20-30%),Enterprise,High Value,0.0
ORD001712,2023-06-01,2023-06-04,South,NC,Raleigh,Technology,Printer,Printer Model-2024,4863.6,3,0.2,1283.48,Consumer,3,2023,6,2,22,Thursday,2023-06,26.39,1621.2,427.83,Good (20-30%),Enterprise,High Value,972.7200000000001
ORD001713,2023-03-27,2023-04-01,South,FL,Tampa,Technology,Laptop,Laptop Model-2020,2284.85,7,0.15,456.64,One-time Buyer,5,2023,3,1,13,Monday,2023-03,19.99,326.41,65.23,Medium (10-20%),Enterprise,Mid Range,342.72749999999996
ORD001714,2023-01-18,2023-01-24,South,GA,Savannah,Technology,Desktop,Desktop Model-2024,384.0,1,0.05,62.43,Consumer,6,2023,1,1,3,Wednesday,2023-01,16.26,384.0,62.43,Medium (10-20%),SMB,Low Value,19.200000000000003
ORD001715,2024-10-14,2024-10-20,West,CA,San Diego,Technology,Mouse,Mouse Model-2022,160.05,1,0.1,41.98,One-time Buyer,6,2024,10,4,42,Monday,2024-10,26.23,160.05,41.98,Good (20-30%),SMB,Low Value,16.005000000000003
ORD001716,2024-06-28,2024-07-01,South,GA,Atlanta,Technology,Printer,Printer Model-2024,2536.06,6,0.0,492.6,Consumer,3,2024,6,2,26,Friday,2024-06,19.42,422.68,82.1,Medium (10-20%),Enterprise,Mid Range,0.0
ORD001717,2024-11-22,2024-11-25,South,NC,Greensboro,Technology,Desktop,Desktop Model-2023,280.74,1,0.0,84.22,One-time Buyer,3,2024,11,4,47,Friday,2024-11,30.0,280.74,84.22,Good (20-30%),SMB,Low Value,0.0
ORD001718,2022-05-17,2022-05-23,West,WA,Tacoma,Technology,Monitor,Monitor Model-2024,10762.87,4,0.0,2587.06,Corporate,6,2022,5,2,20,Tuesday,2022-05,24.04,2690.72,646.76,Good (20-30%),Enterprise,High Value,0.0
ORD001719,2024-03-11,2024-03-17,East,DE,Dover,Technology,Mouse,Mouse Model-2020,768.32,4,0.05,153.73,Corporate,6,2024,3,1,11,Monday,2024-03,20.01,192.08,38.43,Good (20-30%),Mid-Market,Mid Range,38.416000000000004
ORD001720,2024-10-24,2024-10-29,South,NC,Charlotte,Office Supplies,Notebook,Notebook Model-2023,287.2,1,0.15,78.02,Corporate,5,2024,10,4,43,Thursday,2024-10,27.17,287.2,78.02,Good (20-30%),SMB,Low Value,43.08
ORD001721,2022-07-18,2022-07-24,South,TX,Dallas,Furniture,Cabinet,Cabinet Model-2020,2316.84,4,0.0,401.56,Consumer,6,2022,7,3,29,Monday,2022-07,17.33,579.21,100.39,Medium (10-20%),Enterprise,Mid Range,0.0
ORD001722,2022-03-14,2022-03-18,West,CO,Colorado Springs,Office Supplies,Paper,Paper Model-2022,934.96,3,0.0,282.62,One-time Buyer,4,2022,3,1,11,Monday,2022-03,30.23,311.65,94.21,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD001723,2024-03-22,2024-03-28,East,NJ,Jersey City,Office Supplies,Binder,Binder Model-2022,379.47,1,0.1,91.24,Consumer,6,2024,3,1,12,Friday,2024-03,24.04,379.47,91.24,Good (20-30%),SMB,Low Value,37.947
ORD001724,2023-09-22,2023-09-29,East,DE,Dover,Furniture,Desk,Desk Model-2020,5744.99,3,0.0,1795.48,VIP,7,2023,9,3,38,Friday,2023-09,31.25,1915.0,598.49,Excellent (30%+),Enterprise,High Value,0.0
ORD001725,2024-07-10,2024-07-16,East,DE,Milford,Furniture,Desk,Desk Model-2022,1295.93,3,0.05,230.18,Consumer,6,2024,7,3,28,Wednesday,2024-07,17.76,431.98,76.73,Medium (10-20%),Mid-Market,Mid Range,64.79650000000001
